Frame,WallSeconds,DeltaMs,CpuInputAndUiMs,CpuCelestialTickMs,CpuEditorAndPanelsMs,CpuSimulationAndInterfaceMs,CpuScenePushMs,CpuRecordAndPresentMs,CpuFrameCapWaitMs,GpuValid,GpuCullMs,GpuRasterMs,GpuHiZMs,GpuResolveMs,GpuKernelMs,GpuShadowMs,GpuRestirMs,GpuPostMs,GpuSkyMs,GpuVolumeMs,ClusterTotal,ClustersVisible,TrianglesDrawn,Fps,ResidentMiB
238,288.6160,43.5802,0.0552,0.0183,2.9833,0.0890,0.0169,88.4059,0.0013,1,0.1229,11.4762,0.0469,1.6085,33.4086,0.0000,33.4086,0.6844,0.0000,0.0000,2046,1949,218760,20.85,774.9
239,288.7076,91.5784,0.0757,0.0207,2.8203,0.0673,0.0120,3.3618,0.0019,1,0.1080,9.6953,0.0469,1.3312,31.8388,0.0000,31.8388,0.6833,0.0000,0.0000,2046,1949,218760,20.72,774.9
240,288.7140,6.3690,0.0818,0.0177,3.7768,0.0650,0.0107,36.0706,0.0019,1,0.0799,8.8863,0.0460,0.8833,31.5419,0.0000,31.5419,0.6834,0.0000,0.0000,2046,1949,218760,20.92,774.9
241,288.7540,40.0345,0.0795,0.0193,2.5142,0.0506,0.0087,80.7751,0.0014,1,0.0870,9.1977,0.0467,0.9237,30.0910,0.0000,30.0910,0.6796,0.0000,0.0000,2046,1949,218760,21.00,774.9
242,288.8375,83.4574,0.0983,0.0177,3.8959,0.0989,0.0162,4.3099,0.0016,1,0.0913,8.3564,0.0456,0.9052,31.1845,0.0000,31.1845,0.6839,0.0000,0.0000,2046,1949,218760,21.06,800.3
243,288.8459,8.4474,0.0843,0.0176,2.8541,0.0757,0.0140,35.2309,0.0032,1,0.0998,10.3824,0.0469,1.4289,30.3279,0.0000,30.3279,0.6827,0.0000,0.0000,2046,1949,218760,21.08,800.3
244,288.8842,38.2938,0.2999,0.0277,3.4443,0.0827,0.0148,81.0849,0.0017,1,0.0966,9.7231,0.0507,0.9494,31.1187,0.0000,31.1187,0.6794,0.0000,0.0000,2046,1949,218760,21.16,800.3
245,288.9692,84.9656,0.1843,0.0220,5.4603,0.0936,0.0124,5.5721,0.0019,1,0.0816,8.2156,0.0462,0.9380,31.1827,0.0000,31.1827,0.6836,0.0000,0.0000,2046,1949,218760,21.22,800.3
246,288.9805,11.3604,0.1098,0.0263,3.6760,0.0558,0.0094,33.5897,0.0015,1,0.1100,10.5470,0.0465,1.8759,30.4856,0.0000,30.4856,0.6794,0.0000,0.0000,2046,1949,218760,21.20,800.3
247,289.0180,37.4776,0.0584,0.0177,3.4616,0.0915,0.0158,80.8407,0.0012,1,0.0868,8.8166,0.0454,1.0615,32.5538,0.0000,32.5538,0.6835,0.0000,0.0000,2046,1949,218760,21.28,800.3
248,289.1025,84.4952,0.0675,0.0164,3.1944,0.0835,0.0154,4.2370,0.0013,1,0.0790,8.4091,0.0459,0.9047,31.6601,0.0000,31.6601,0.6820,0.0000,0.0000,2046,1949,218760,21.20,800.3
249,289.1101,7.6243,0.0873,0.0164,2.2793,0.0624,0.0112,34.3734,0.0011,1,0.0820,9.6300,0.0467,0.9769,29.7063,0.0000,29.7063,0.6820,0.0000,0.0000,2046,1949,218760,21.40,800.3
250,289.1470,36.8388,0.0684,0.0172,2.3201,0.0582,0.0118,83.9584,0.0019,1,0.0875,8.5261,0.0469,0.9947,31.8917,0.0000,31.8917,0.6782,0.0000,0.0000,2046,1949,218760,21.65,800.3
251,289.2334,86.4435,0.0699,0.0171,2.1257,0.0626,0.0120,3.5801,0.0018,1,0.0836,8.0098,0.0455,0.9553,33.2202,0.0000,33.2202,0.6801,0.0000,0.0000,2046,1949,218760,21.35,800.3
252,289.2393,5.8772,0.0689,0.0188,2.2868,0.0456,0.0081,36.0642,0.0011,1,0.0822,9.5003,0.0452,0.9301,29.6657,0.0000,29.6657,0.6806,0.0000,0.0000,2046,1949,218760,21.53,800.3
253,289.2778,38.5014,0.0920,0.0196,2.7990,0.0650,0.0124,38.7134,0.0013,1,0.0902,8.4648,0.0454,0.9384,31.0211,0.0000,31.0211,0.6802,0.0000,0.0000,2046,1949,218760,21.77,800.3
254,289.3195,41.7101,0.0678,0.0169,3.4731,0.0648,0.0121,37.9142,0.0015,1,0.0870,9.1880,0.0470,0.9441,29.8962,0.0000,29.8962,0.6743,0.0000,0.0000,2046,1949,218760,21.64,800.3
255,289.3611,41.5599,0.0780,0.0168,2.9064,0.0677,0.0120,38.6875,0.0015,1,0.0887,8.7408,0.0466,0.9247,30.8544,0.0000,30.8544,0.6804,0.0000,0.0000,2046,1949,218760,21.70,795.2
256,289.4029,41.7778,0.0721,0.0165,3.2743,0.0833,0.0142,37.8176,0.0013,1,0.0968,9.4488,0.0457,1.0861,29.4730,0.0000,29.4730,0.6787,0.0000,0.0000,2046,1949,218760,21.93,795.2
257,289.4441,41.2882,0.0733,0.0173,2.1538,0.0611,0.0129,81.0572,0.0012,1,0.0891,8.6243,0.0463,0.8869,30.8984,0.0000,30.8984,0.6777,0.0000,0.0000,2046,1949,218760,21.79,795.2
